Code,Support Item Name,Registration Group Name,Support Category Number,Support Category Name,Unit,Quote,Start date,End Date,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,Remote,Very Remote,Non-Face-to-Face Support Provision,Provider Travel,Short Notice Cancellations.,NDIA Requested Reports,Irregular SIL Supports,Type,Detailed Item Description,Simplified Description
06_182415401_0111_2_2,MHM - Flooring,Home Modification Design And Construction,6,Home Modifications and Specialised Disability Accommodation (SDA),E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,New description coming soon,New description coming soon
06_182488377_0111_2_2,HM - Bathroom/Toilet - Structural work,Home Modification Design And Construction,6,Home Modifications and Specialised Disability Accommodation (SDA),E,Yes,20230701,99991231,,,,,,,,,,,,,,,,Quotable Supports,,
06_182488378_0111_2_2,HM - Kitchen or Laundry - Structural Work,Home Modification Design And Construction,6,Home Modifications and Specialised Disability Accommodation (SDA),E,Yes,20230701,99991231,,,,,,,,,,,,,,,,Quotable Supports,,
06_182490112_0111_2_2,HM - Building Works Project Management,Home Modification Design And Construction,6,Home Modifications and Specialised Disability Accommodation (SDA),E,Yes,20230701,99991231,,,,,,,,,,,,,,,,Quotable Supports,,
06_182495121_0111_2_2,CHM - Deposit,Home Modification Design And Construction,6,Home Modifications and Specialised Disability Accommodation (SDA),E,Yes,20230701,99991231,,,,,,,,,,,,,,,,Quotable Supports,,
06_182495221_0111_2_2,CHM - Progress Stage,Home Modification Design And Construction,6,Home Modifications and Specialised Disability Accommodation (SDA),E,Yes,20230701,99991231,,,,,,,,,,,,,,,,Quotable Supports,,
06_182495321_0111_2_2,CHM - Practical Completion,Home Modification Design And Construction,6,Home Modifications and Specialised Disability Accommodation (SDA),E,Yes,20230701,99991231,,,,,,,,,,,,,,,,Quotable Supports,,
06_182495322_0111_2_2,MHM - Practical Completion,Home Modification Design And Construction,6,Home Modifications and Specialised Disability Accommodation (SDA),E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,New description coming soon,New description coming soon
06_182495401_0111_2_2,MHM - Bathroom ,Home Modification Design And Construction,6,Home Modifications and Specialised Disability Accommodation (SDA),E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,New description coming soon,New description coming soon
06_182495402_0111_2_2,MHM - Kitchen ,Home Modification Design And Construction,6,Home Modifications and Specialised Disability Accommodation (SDA),E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,New description coming soon,New description coming soon
06_182495405_0111_2_2,MHM - Laundry,Home Modification Design And Construction,6,Home Modifications and Specialised Disability Accommodation (SDA),E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,New description coming soon,New description coming soon
06_182495407_0111_2_2,MHM - Other works including Bedroom,Home Modification Design And Construction,6,Home Modifications and Specialised Disability Accommodation (SDA),E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,New description coming soon,New description coming soon
06_182495421_0111_2_2,HM - Certification and Compliance Approval,Home Modification Design And Construction,6,Home Modifications and Specialised Disability Accommodation (SDA),E,Yes,20230701,99991231,,,,,,,,,,,,,,,,Quotable Supports,,
06_182499311_0111_2_2,HM - Design Consultation with Builder,Home Modification Design And Construction,6,Home Modifications and Specialised Disability Accommodation (SDA),E,No,20230701,99991231,,,,,,,,,,,N,N,N,N,N,,,
06_183003384_0111_2_2,HM - Elevator,Home Modification Design And Construction,6,Home Modifications and Specialised Disability Accommodation (SDA),E,Yes,20230701,99991231,,,,,,,,,,,,,,,,Quotable Supports,,
06_183010387_0111_2_2,HM - Stair Climber or Stair / Platform Lift,Home Modification Design And Construction,6,Home Modifications and Specialised Disability Accommodation (SDA),E,Yes,20230701,99991231,,,,,,,,,,,,,,,,Quotable Supports,,
06_183018404_0111_2_2,MHM - Ramp,Home Modification Design And Construction,6,Home Modifications and Specialised Disability Accommodation (SDA),E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,New description coming soon,New description coming soon
06_183018405_0111_2_2,HM - Ramp - Structural,Home Modification Design And Construction,6,Home Modifications and Specialised Disability Accommodation (SDA),E,Yes,20230701,99991231,,,,,,,,,,,,,,,,Quotable Supports,New description coming soon,New description coming soon
06_183090401_0111_2_2,MHM - Pathway - External,Home Modification Design And Construction,6,Home Modifications and Specialised Disability Accommodation (SDA),E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,New description coming soon,New description coming soon
06_270303401_0111_2_2,MHM - Airconditioning,Home Modification Design And Construction,6,Home Modifications and Specialised Disability Accommodation (SDA),E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,New description coming soon,New description coming soon
06_431_0131_2_2,Specialist Disability Accommodation (SDA) - Quotable Amount,Specialised Disability Accommodation,6,Home Modifications and Specialised Disability Accommodation (SDA),E,Yes,20230701,99991231,,,,,,,,,,,,,,,,Quotable Supports,,
06_432_0131_2_2,SDA Vacancy - Person-Specific Adjustment,Specialised Disability Accommodation,6,Home Modifications and Specialised Disability Accommodation (SDA),E,Yes,20230701,99991231,,,,,,,,,,,,,,,,Quotable Supports,,
07_001_0106_8_3,Support Coordination Level 1: Support Connection,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,Support Coordination,H,No,20230701,99991231,$74.63,$74.63,$74.63,$74.63,$74.63,$74.63,$74.63,$74.63,$104.48,$111.95,Y,Y,Y,Y,N,Price Limited Supports,"This funding is to seek assistance form a Support Coordinator who will assist a participant to understand the aspects of the plan, assisting in ongoing management of supports, and answer questions as they arise.","This support item assists a participant to implement their plan by strengthening their ability to connect with the broader systems of supports and to understand the purpose of the funded supports. Support Connection assists a participant to understand their NDIS plan, connect participants with broader systems of supports, and provide assistance to connect with providers. Support Connection will assist participants to achieve effective utilisation of their NDIS plan and answer questions as they arise."
07_002_0106_8_3,Support Coordination Level 2: Coordination of Supports,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,Support Coordination,H,No,20230701,99991231,$100.14,$100.14,$100.14,$100.14,$100.14,$100.14,$100.14,$100.14,$140.19,$150.21,Y,Y,Y,Y,N,Price Limited Supports,"This funding is to seek assistance from a Support Coordinator with Further qualifications/experience required to strengthen a participants ability to design and the build their supports with an emphasis on 
linking the broader systems of support across a complex service delivery environment. Coordination of Supports is to focus on supporting participants to direct their lives, not just their services. This may include resolving points of crisis, and developing resilience in the participant's network.","This support item strengthens a participants ability to design and then build their supports with an emphasis on linking the broader systems of support across a complex service delivery environment. Coordination of Supports is to focus on supporting participants to direct their lives, not just their services, and is focussed on assisting participants to build and maintain a resilient network of formal and informal supports. This involves working together with the participant to understand the funding, identify what participants expect from services, and how participants want this designed. Coordination of Supports also includes coaching participants, and working with participants to develop capacity and resilience in their network"
07_004_0132_8_3,Support Coordination Level 3: Specialist Support Coordination,Support Coordination,7,Support Coordination,H,No,20230701,99991231,$190.54,$190.54,$190.54,$190.54,$190.54,$190.54,$190.54,$190.54,$266.75,$285.81,Y,Y,Y,Y,N,Price Limited Supports,"This funding is to cover the service of a Support Coordinator to generally deliver services in a time limited, outcomes focused manner to meet the individual needs of the participants circumstances. These services are generally necessiary for specific high complex needs or high level risks in a participants situation, to reduce complexity in the participants support environment in the context of broader systems of support, whilst also assisting the participant to connect with NDIS supports, negotiate solutions with multiple stakeholders and build capacity and resilience.","This support is delivered utilising an expert or specialist approach, necessitated by specific high complex needs or high level risks in a participants situation. Specialist Support Coordination is delivered by an appropriately qualified and experienced practitioner to meet the individual needs of the participants circumstances such as a Psychologist, Occupational Therapist, Social Worker, or Mental Health Nurse. Specialist Support Coordination is expected to address complex barriers impacting a participants ability to implement their plan and access appropriate supports. Specialist Support Coordinators assist participants to reduce complexity in their support environment, and overcome barriers to connecting with broader systems of supports as well as funded supports."
07_101_0106_6_3,Psychosocial Recovery Coaching - Weekday Daytime,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,Support Coordination,H,No,20230701,99991231,$98.30,$98.30,$98.30,$98.30,$98.30,$98.30,$98.30,$98.30,$137.62,$147.45,Y,Y,Y,N,N,Price Limited Supports,,
07_102_0106_6_3,Psychosocial Recovery Coaching - Weekday Evening,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,Support Coordination,H,No,20230701,99991231,$108.31,$108.31,$108.31,$108.31,$108.31,$108.31,$108.31,$108.31,$151.63,$162.47,Y,Y,Y,N,N,Price Limited Supports,,
07_103_0106_6_3,Psychosocial Recovery Coaching - Weekday Night,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,Support Coordination,H,No,20230701,99991231,$110.31,$110.31,$110.31,$110.31,$110.31,$110.31,$110.31,$110.31,$154.43,$165.47,Y,Y,Y,N,N,Price Limited Supports,,
07_104_0106_6_3,Psychosocial Recovery Coaching - Saturday,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,Support Coordination,H,No,20230701,99991231,$138.33,$138.33,$138.33,$138.33,$138.33,$138.33,$138.33,$138.33,$193.66,$207.50,Y,Y,Y,N,N,Price Limited Supports,,
07_105_0106_6_3,Psychosocial Recovery Coaching - Sunday,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,Support Coordination,H,No,20230701,99991231,$178.36,$178.36,$178.36,$178.36,$178.36,$178.36,$178.36,$178.36,$249.70,$267.54,Y,Y,Y,N,N,Price Limited Supports,,
07_106_0106_6_3,Psychosocial Recovery Coaching - Public Holiday,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,Support Coordination,H,No,20230701,99991231,$218.38,$218.38,$218.38,$218.38,$218.38,$218.38,$218.38,$218.38,$305.73,$327.57,Y,Y,Y,N,N,Price Limited Supports,,
07_501_0106_6_3,Activity Based Transport,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,Support Coordination,E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,,
07_799_0106_6_3,Provider travel - non-labour costs,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,Support Coordination,E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,,
07_799_0117_8_3,Provider travel - non-labour costs,Development Of Daily Living And Life Skills,7,Support Coordination,E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,,
07_799_0132_8_3,Provider travel - non-labour costs,Support Coordination,7,Support Coordination,E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,,
08_005_0106_2_3,Assistance With Accommodation And Tenancy Obligations,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",8,Improved Living Arrangements,H,No,20230701,99991231,$74.63,$74.63,$74.63,$74.63,$74.63,$74.63,$74.63,$74.63,$104.48,$111.95,Y,Y,Y,N,N,Price Limited Supports,This funding is to assist participants to obtain and/or keep a rental property. This can include assisting to apply for a rental tenancy or to undertake tenancy obligations in line with the participants tenancy agreement.,"This support item is to guide, prompt, or undertake activities to ensure the participant obtains or retains appropriate accommodation. This may include assisting to apply for a rental tenancy or to undertake tenancy obligations in line with the participants tenancy agreement"
08_590_0106_2_3,Activity Based Transport,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",8,Improved Living Arrangements,E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,,
08_799_0106_2_3,Provider travel - non-labour costs,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",8,Improved Living Arrangements,E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,,
09_006_0106_6_3,Life Transition Planning Incl. Mentoring Peer-Support And Indiv Skill Develop,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",9,Increased Social and Community Participation,H,No,20230701,99991231,$74.63,$74.63,$74.63,$74.63,$74.63,$74.63,$74.63,$74.63,$104.48,$111.95,Y,Y,Y,N,N,Price Limited Supports,"This funding is for individual skill building this can include assistance in attending appointments, shopping, bill paying, taking part in social activities and maintaining contact with others.","This support item, which includes mentoring, peer-support and individual skill development, is designed to establish volunteer assistance within the participants home or community to develop skills. For instance, assistance in attending appointments, shopping, bill paying, taking part in social activities and maintaining contact with others."
09_008_0116_6_3,Innovative Community Participation,Innovative Community Participation,9,Increased Social and Community Participation,E,No,20230701,99991231,,,,,,,,,,,N,N,N,N,N,,This support code refers to the cost of attending an activity for community participation; activities and items themselves rather than the supports to accompany the participant.,This support item is designed to enable providers to offer new and innovative services to participant and is for mainstream providers who want to enable participants to access mainstream activities. Any standards applicable to the industry in which the provider operates would need to be met. All supports claimed under this support item need to be reasonable and necessary given the participants plan goals.
09_009_0117_6_3,Skills Development And Training,Development Of Daily Living And Life Skills,9,Increased Social and Community Participation,H,No,20230701,99991231,$74.63,$74.63,$74.63,$74.63,$74.63,$74.63,$74.63,$74.63,$104.48,$111.95,Y,Y,Y,N,N,Price Limited Supports,"This funding is to assist the participant with individual life skills development and training including public transport training and support, developing skills for community, social and recreational participation. It also provides training for participants in groups to increase their independence in daily personal activities.If this support item is delivered to a group of participants then the price limit for each participant is the price limit set out in the price guide divided by the number of participants in the group.","This support item provides individual life skills development and training including public transport training and support, developing skills for community, social and recreational participation. It also provides training for participants in groups to increase their independence in daily personal activities"
09_011_0125_6_3,Community Participation Activities,"Participation In Community, Social And Civic Activities",9,Increased Social and Community Participation,E,No,20230701,99991231,,,,,,,,,,,N,N,N,N,N,,,
09_590_0106_6_3,Activity Based Transport,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",9,Increased Social and Community Participation,E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,,
09_591_0117_6_3,Activity Based Transport,Development Of Daily Living And Life Skills,9,Increased Social and Community Participation,E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,,
09_799_0106_6_3,Provider travel - non-labour costs,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",9,Increased Social and Community Participation,E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,,
09_799_0117_6_3,Provider travel - non-labour costs,Development Of Daily Living And Life Skills,9,Increased Social and Community Participation,E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,,
10_011_0128_5_3,Employment Related Assessment And Counselling,Therapeutic Supports,10,Finding and Keeping a Job,H,No,20230701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports,"This funding is to provide workplace assessment or counselling to assist participants successfully engage in employment.  For employment related counselling, this support may benefit participants who have, for example, experienced traumatic injury and need significant support (over and above a mainstream employment related service) to develop a new work pathway.","This support is designed to provide workplace assessment or counselling to assist participants successfully engage in employment. (Note: if a participant is employed and on award wages, then in most instances a work place assessment is available through the Employment Assistance Fund administered by JobAccess and is a free service to employers.) For employment related counselling, this support may benefit participants who have, for example, experienced traumatic injury and need significant support (over and above a mainstream employment related service) to develop a new work pathway."
10_016_0102_5_3,Employment Support,Assistance to Access and Maintain Employment or higher education,10,Finding and Keeping a Job,H,No,20230701,99991231,$74.63,$74.63,$74.63,$74.63,$74.63,$74.63,$74.63,$74.63,$104.48,$111.95,Y,Y,Y,Y,N,Price Limited Supports,This funding is to provide workplace assistance that enables a participant to successfully obtain or retain employment in the open or supported labour market.,This support item provides workplace assistance that enables a participant to successfully obtain or retain employment in the open or supported labour market. This support can be supplied to any working age participant (including students reaching working age) with an employment goal.
10_021_0102_5_3,School Leaver Employment Supports,Assistance to Access and Maintain Employment or higher education,10,Finding and Keeping a Job,E,No,20230701,99991231,,,,,,,,,,,N,N,N,N,N,,This funding is for supporting students transitioning from school to employment. They are available during the final months at school and continue post school exit.,"School Leaver Employment Supports (SLES) are capacity building supports for students transitioning from school to employment. They are available during the final months at school and continue post school exit. These supports are designed to plan and implement a pathway to inclusive employment, focussing on capacity building for goal achievement."
10_590_0102_5_3,Activity Based Transport,Assistance to Access and Maintain Employment or higher education,10,Finding and Keeping a Job,E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,,
10_590_0133_5_3,Activity Based Transport,Specialised Supported Employment,10,Finding and Keeping a Job,E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,,
10_599_0133_5_3,Centre Capital Cost,Specialised Supported Employment,10,Finding and Keeping a Job,H,No,20230701,99991231,$2.44,$2.44,$2.44,$2.44,$2.44,$2.44,$2.44,$2.44,$3.42,$3.66,N,N,Y,N,N,Price Limited Supports,,
10_799_0102_5_3,Provider travel - non-labour costs,Assistance to Access and Maintain Employment or higher education,10,Finding and Keeping a Job,E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,,
10_799_0128_5_3,Provider travel - non-labour costs,Therapeutic Supports,10,Finding and Keeping a Job,E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,,
10_799_0133_5_3,Provider travel - non-labour costs,Specialised Supported Employment,10,Finding and Keeping a Job,E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,,
11_022_0110_7_3,Specialist Behavioural Intervention Support,Specialist Positive Behaviour Support,11,Improved Relationships,H,No,20230701,99991231,$214.41,$214.41,$234.83,$214.41,$234.83,$234.83,$214.41,$234.83,$328.76,$352.25,Y,Y,Y,Y,N,Price Limited Supports,This funding is to cover behavour interventional support such as anger management and behaviour psychologists. This is to assist participants manage or reduce behaviours of concern.,"These support items include specialist behavioural intervention support, which is an intensive support for a participant, intending to address significantly harmful or persistent behaviours of concern. Behaviour support requires a behaviour support plan to be developed that aims to limit the likelihood of behaviours of concern developing or increasing once identified"
11_023_0110_7_3,Behaviour Management Plan Including Training in Behaviour Management Strategies,Specialist Positive Behaviour Support,11,Improved Relationships,H,No,20230701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports,This funding is to cover the cost of Training for carers and others in behaviour management strategies required due the participants disability.,"These support items include specialist behavioural intervention support, which is an intensive support for a participant, intending to address significantly harmful or persistent behaviours of concern. Behaviour support requires a behaviour support plan to be developed that aims to limit the likelihood of behaviours of concern developing or increasing once identified."
11_024_0117_7_3,Individual Social Skills Development,Development Of Daily Living And Life Skills,11,Improved Relationships,H,No,20230701,99991231,$74.63,$74.63,$74.63,$74.63,$74.63,$74.63,$74.63,$74.63,$104.48,$111.95,Y,Y,Y,Y,N,Price Limited Supports,This funding is to assists participants to develop their social skills for participation in community and social activity,This support item assists participants to develop their social skills for participation in community and social activity.
11_590_0117_7_3,Activity Based Transport,Development Of Daily Living And Life Skills,11,Improved Relationships,E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,,
11_799_0110_7_3,Provider travel - non-labour costs,Specialist Positive Behaviour Support,11,Improved Relationships,E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,,
11_799_0117_7_3,Provider travel - non-labour costs,Development Of Daily Living And Life Skills,11,Improved Relationships,E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,,
12_025_0128_3_3,Advice provided by a Dietitian on managing diet for health and well-being,Therapeutic Supports,12,Improved Health and Wellbeing,H,No,20230701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports,This funding is to cover the cost for a participant to seek advice and to create a dietary plan with a registered Dietician.,This support item provides advice to participants on managing diet for health and wellbeing due to the impact of their disability
12_027_0126_3_3,Advice provided by an Exercise Physiologist regarding exercise required,Exercise Physiology & Personal Well-being Activities,12,Improved Health and Wellbeing,H,No,20230701,99991231,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$233.79,$250.49,Y,Y,Y,Y,N,Price Limited Supports,This funding is to cover the cost of advice from a physiotherapist to a participant (or a group of participants) regarding exercise required due to the impact of their disability.,Advice to a participant (or a group of participants) regarding exercise required due to the impact of their disability
12_027_0128_3_3,Advice provided by an Exercise Physiologist regarding exercise required,Therapeutic Supports,12,Improved Health and Wellbeing,H,No,20230701,99991231,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$233.79,$250.49,Y,Y,Y,Y,N,Price Limited Supports,,
12_029_0126_3_3,Personal training provided by a Personal Trainer to a participant,Exercise Physiology & Personal Well-being Activities,12,Improved Health and Wellbeing,H,No,20230701,99991231,$62.42,$62.42,$62.42,$62.42,$62.42,$62.42,$62.42,$62.42,$87.39,$93.63,Y,Y,Y,Y,N,Price Limited Supports,This funding is for specialised personal training provided to a participant (or a group of participants) due to the impact of their disability.,Personal training provided to a participant (or a group of participants) due to the impact of their disability.
12_799_0126_3_3,Provider travel - non-labour costs,Exercise Physiology & Personal Well-being Activities,12,Improved Health and Wellbeing,E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,,
12_799_0128_3_3,Provider travel - non-labour costs,Therapeutic Supports,12,Improved Health and Wellbeing,E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,,
13_030_0102_4_3,Transition Through School And To Further Education,Assistance to Access and Maintain Employment or higher education,13,Improved Learning,H,No,20230701,99991231,$74.63,$74.63,$74.63,$74.63,$74.63,$74.63,$74.63,$74.63,$104.48,$111.95,Y,Y,Y,N,N,Price Limited Supports,"This funding to assist in supplying skills training, advice, assistance with arrangements and orientation to assist a person with disability moving from school to further education.","This support item is for the provision of skills training, advice, assistance with arrangements and orientation to assist a person with disability moving from school to further education."
13_590_0102_4_3,Activity Based Transport,Assistance to Access and Maintain Employment or higher education,13,Improved Learning,E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,,
13_799_0102_4_3,Provider travel - non-labour costs,Assistance to Access and Maintain Employment or higher education,13,Improved Learning,E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,,
14_033_0127_8_3,Plan Management - Set Up Costs,Management of Funding for Supports,14,Improved Life Choices,E,No,20230701,99991231,$232.35,$232.35,$232.35,$232.35,$232.35,$232.35,$232.35,$232.35,$325.29,$348.54,N,N,N,N,N,Price Limited Supports,,
14_034_0127_8_3,Plan Management - Monthly Fee,Management of Funding for Supports,14,Improved Life Choices,MON,No,20230701,99991231,$104.45,$104.45,$104.45,$104.45,$104.45,$104.45,$104.45,$104.45,$146.23,$156.67,N,N,N,N,N,Price Limited Supports,,
14_799_0127_8_3,Provider travel - non-labour costs,Management of Funding for Supports,14,Improved Life Choices,E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1,,
15_001_0118_1_3,Early Childhood Supports - Psychologist,Early Intervention Supports For Early Childhood,15,Improved Daily Living Skills,H,No,20230701,99991231,$214.41,$214.41,$234.83,$214.41,$234.83,$234.83,$214.41,$234.83,$328.76,$352.25,Y,Y,Y,Y,N,Price Limited Supports,,
15_003_0118_1_3,Early Childhood Supports - Physiotherapist,Early Intervention Supports For Early Childhood,15,Improved Daily Living Skills,H,No,20230701,99991231,$193.99,$193.99,$224.62,$193.99,$224.62,$224.62,$193.99,$224.62,$314.47,$336.93,Y,Y,Y,Y,N,Price Limited Supports,,
15_005_0118_1_3,Early Childhood Supports - Early Childhood Professional,Early Intervention Supports For Early Childhood,15,Improved Daily Living Skills,H,No,20230701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports,,
15_007_0118_1_3,Early Childhood Supports - Therapy Assistant - Level 1,Early Intervention Supports For Early Childhood,15,Improved Daily Living Skills,H,No,20230701,99991231,$56.16,$56.16,$56.16,$56.16,$56.16,$56.16,$56.16,$56.16,$78.62,$84.24,Y,Y,Y,Y,N,Price Limited Supports,,
15_008_0118_1_3,Early Childhood Supports - Therapy Assistant - Level 2,Early Intervention Supports For Early Childhood,15,Improved Daily Living Skills,H,No,20230701,99991231,$86.79,$86.79,$86.79,$86.79,$86.79,$86.79,$86.79,$86.79,$121.51,$130.19,Y,Y,Y,Y,N,Price Limited Supports,,
15_035_0106_1_3,Assistance With Decision Making Daily Planning and Budgeting,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",15,Improved Daily Living Skills,H,No,20230701,99991231,$65.47,$65.47,$65.47,$65.47,$65.47,$65.47,$65.47,$65.47,$91.66,$98.21,Y,Y,Y,Y,N,Price Limited Supports,,
15_037_0117_1_3,Skill Development And Training including Public Transport Training,Development Of Daily Living And Life Skills,15,Improved Daily Living Skills,H,No,20230701,99991231,$65.47,$65.47,$65.47,$65.47,$65.47,$65.47,$65.47,$65.47,$91.66,$98.21,Y,Y,Y,Y,N,Price Limited Supports,,
15_038_0117_1_3,Training For Carers/Parents,Development Of Daily Living And Life Skills,15,Improved Daily Living Skills,H,No,20230701,99991231,$74.63,$74.63,$74.63,$74.63,$74.63,$74.63,$74.63,$74.63,$104.48,$111.95,Y,Y,Y,Y,N,Price Limited Supports,,
